country,date,confirmed,deaths,recovered,daily_new_cases,daily_new_deaths,daily_new_recovered,cases_7day_avg,deaths_7day_avg,active_cases,case_fatality_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,total_tests,new_tests,new_tests_smoothed,total_tests_per_thousand,new_tests_per_thousand,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population,icu_patients,hosp_patients,reproduction_rate,mobility_retail,mobility_grocery,mobility_parks,mobility_transit,mobility_workplaces,mobility_residential,zscore_daily_new_cases,anomaly_daily_new_cases,zscore_daily_new_deaths,anomaly_daily_new_deaths,zscore_cases_7day_avg,anomaly_cases_7day_avg,is_anomaly,daily_new_cases_smoothed,daily_new_deaths_smoothed,cases_7day_avg_smoothed,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,days_since_outbreak,is_weekend,lag_1,lag_3,lag_7,lag_14,lag_1_deaths,lag_7_deaths,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_mean_21,rolling_change_7,ewm_mean_7,growth_rate,growth_rate_7d,doubling_time,cfr,recovery_rate,rt_estimate,active_ratio,cases_per_million,mobility_retail_lag7,mobility_grocery_lag7,mobility_parks_lag7,mobility_transit_lag7,mobility_workplaces_lag7,mobility_residential_lag7,mobility_composite_lag7
India,2020-07-08,2771436,68288,2521635,59848.0,1475.0,54454.0,57329.57,1412.5714,181513,0.024639934,275.0,165.0,23031.0,761769.0,275.0,3601427,42145,42145,1091.34,0.1277,0.0251,14.5,69.4,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,764.0,3389.0,1.44,-8.0,-15.0,-16.0,-12.0,-13.0,2.0,0.03511615,False,0.03795589,False,0.024259808,False,False,59848.0,1475.0,57329.57,0.9749279,-0.22252095,-0.5000002,-0.8660253,-0.12652804,-0.991963,168,0,56481.715,54769.43,51302.57,45235.0,1454.0,1329.0,54761.203,1857.4758,57329.57,51727.99,3622.7312,48717.1,0.12458074,54755.99,0.015011149,0.015994728,43.681473,0.024639934,0.90986586,1.1174794,0.06549421,41.543034,-16.0,-15.0,-17.0,-14.0,-13.0,7.0,-14.333333
India,2020-07-09,2832101,69783,2576832,60665.0,1495.0,55197.0,58170.715,1433.4286,185486,0.02464001,275.0,165.0,23031.0,761769.0,275.0,3643566,42139,42139,1104.11,0.1277,0.1346,7.0,67.3,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,692.0,3324.0,1.51,-9.0,-15.0,-15.0,-14.0,-14.0,4.0,0.039089143,False,0.041173242,False,0.027790233,False,False,60665.0,1495.0,58170.715,0.43388382,-0.90096885,-0.5000002,-0.8660253,-0.14357236,-0.9896398,169,0,57329.57,55628.145,52172.285,46094.57,1475.0,1349.0,55618.12,1847.674,58170.715,52590.57,3615.8943,49573.58,0.12216973,55609.67,0.014672088,0.015668932,44.58256,0.02464001,0.90986586,1.1149734,0.065494135,42.152557,-16.0,-15.0,-19.0,-13.0,-20.0,5.0,-16.333334
India,2020-07-10,2893573,71297,2632763,61472.0,1514.0,55931.0,59004.145,1453.8572,189513,0.02463978,275.0,165.0,23031.0,761769.0,275.0,3685917,42351,42351,1116.94,0.1283,0.1631,9.7,64.8,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,717.0,3352.0,1.42,-12.0,-15.0,-19.0,-7.0,-16.0,6.0,0.043361075,False,0.037817024,False,0.03146275,False,False,61472.0,1514.0,59004.145,-0.43388376,-0.90096885,-0.5000002,-0.8660253,-0.16057444,-0.9870237,170,0,58170.715,56481.715,53040.715,46957.57,1495.0,1371.0,56470.043,1835.9897,59004.145,53451.04,3605.6418,50430.395,0.119725585,56458.29,0.014327307,0.015337774,45.53771,0.02463978,0.90986574,1.1124312,0.06549446,42.75649,-14.0,-14.0,-3.0,-11.0,-16.0,4.0,-13.666667
India,2020-07-11,2955839,72832,2689417,62266.0,1535.0,56654.0,59828.855,1474.2858,193590,0.024640042,275.0,165.0,23031.0,761769.0,275.0,3728694,42777,42777,1129.91,0.1296,0.0295,5.4,55.2,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,748.0,3406.0,1.48,-16.0,-13.0,-19.0,-13.0,-14.0,7.0,0.047524046,False,0.054003578,False,0.035276093,False,False,62266.0,1535.0,59828.855,-0.974928,-0.22252055,-0.5000002,-0.8660253,-0.17752923,-0.98411554,171,1,59004.145,57329.57,53906.57,47823.57,1514.0,1392.0,57316.082,1822.311,59828.855,54308.562,3591.8906,51286.81,0.117249966,57300.93,0.01397717,0.015002461,46.547855,0.024640042,0.90986586,1.1098621,0.0654941,43.354107,-16.0,-14.0,-10.0,-14.0,-15.0,9.0,-15.0
India,2020-07-12,3018888,74385,2746783,63049.0,1553.0,57366.0,60643.855,1494.2858,197720,0.024639867,275.0,165.0,23031.0,761769.0,275.0,3771438,42744,42744,1142.86,0.1295,0.083,10.4,69.0,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,794.0,3326.0,1.43,-15.0,-12.0,-11.0,-11.0,-17.0,8.0,0.0522016,False,0.047976747,False,0.039233744,False,False,63049.0,1553.0,60643.855,-0.7818316,0.6234896,-0.5000002,-0.8660253,-0.19443126,-0.98091614,172,1,59828.855,58170.715,54769.43,48691.715,1535.0,1413.0,58155.285,1806.6406,60643.855,55162.285,3574.5356,52142.055,0.1147418,58136.66,0.013622189,0.0146618355,47.62149,0.024639867,0.9098658,1.1072575,0.065494314,43.944683,-10.0,-13.0,-11.0,-14.0,-10.0,6.0,-11.333333
India,2020-07-13,3082705,75957,2804848,63817.0,1572.0,58065.0,61448.285,1514.0,201900,0.024639724,275.0,165.0,23031.0,761769.0,275.0,3814460,43022,43022,1155.9,0.1304,0.0338,2.7,77.0,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,785.0,3286.0,1.41,-8.0,-14.0,-7.0,-16.0,-12.0,7.0,0.05679592,False,0.052591674,False,0.043369178,False,False,63817.0,1572.0,61448.285,0.0,1.0,-0.5000002,-0.8660253,-0.21127598,-0.97742647,173,0,60643.855,59004.145,55628.145,49561.43,1553.0,1434.0,58986.734,1788.9456,61448.285,56011.348,3553.5085,52995.355,0.112202644,58964.566,0.013264818,0.014316991,48.759907,0.024639724,0.90986586,1.1046258,0.065494426,44.527603,-13.0,-12.0,-6.0,-17.0,-12.0,4.0,-14.0
India,2020-07-14,3147277,77549,2863600,64572.0,1592.0,58752.0,62241.285,1533.7142,206128,0.02464003,275.0,165.0,23031.0,761769.0,275.0,3857828,43368,43368,1169.04,0.1314,0.2526,6.5,60.6,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,731.0,3339.0,1.41,-13.0,-16.0,-8.0,-17.0,-15.0,6.0,0.061951872,False,0.07012164,False,0.047721308,False,False,64572.0,1592.0,62241.285,0.7818315,0.6234898,-0.5000002,-0.8660253,-0.22805795,-0.97364753,174,0,61448.285,59828.855,56481.715,50432.0,1572.0,1454.0,59809.53,1769.1799,62241.285,56854.867,3528.7625,53845.906,0.10963464,59783.746,0.012905161,0.013968554,49.96763,0.02464003,0.9098659,1.1019723,0.065494075,45.102238,-15.0,-14.0,-13.0,-13.0,-20.0,7.0,-16.0
India,2020-07-15,3212588,79158,2923024,65311.0,1609.0,59424.0,63021.715,1552.8572,210406,0.024639947,275.0,165.0,23031.0,761769.0,275.0,3901740,43912,43912,1182.35,0.1331,0.0045,12.2,67.5,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,800.0,3325.0,1.3,-15.0,-17.0,-13.0,-18.0,-12.0,5.0,0.067269005,False,0.064753555,False,0.05227266,False,False,65311.0,1609.0,63021.715,0.9749279,-0.22252095,-0.5000002,-0.8660253,-0.24477243,-0.96958053,175,0,62241.285,60643.855,57329.57,51302.57,1592.0,1475.0,60622.695,1747.3442,63021.715,57691.95,3500.2227,54692.89,0.107037306,60593.24,0.012538779,0.013615359,51.254963,0.024639947,0.9098658,1.0992881,0.06549424,45.667763,-8.0,-15.0,-16.0,-12.0,-13.0,2.0,-11.0
India,2020-07-16,3278621,80785,2983105,66033.0,1627.0,60081.0,63788.57,1571.7142,214731,0.024639932,275.0,165.0,23031.0,761769.0,275.0,3945928,44188,44188,1195.74,0.1339,0.0566,15.3,69.4,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,771.0,3353.0,1.55,-13.0,-13.0,-19.0,-11.0,-9.0,8.0,0.072751224,False,0.07200949,False,0.05703465,False,False,66033.0,1627.0,63788.57,0.43388382,-0.90096885,-0.5000002,-0.8660253,-0.26141426,-0.9652267,176,0,63021.715,61448.285,58170.715,52172.285,1609.0,1495.0,61425.246,1723.4283,63788.57,58521.684,3467.8074,55535.46,0.10441065,61392.07,0.012168115,0.013257649,52.62873,0.024639932,0.90986574,1.0965754,0.06549431,46.223454,-9.0,-15.0,-15.0,-14.0,-14.0,4.0,-12.333333
India,2020-07-17,3345359,82429,3043828,66738.0,1644.0,60723.0,64540.855,1590.2858,219102,0.024639808,275.0,165.0,23031.0,761769.0,275.0,3990059,44131,44131,1209.11,0.1337,0.1232,4.6,73.0,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,733.0,3379.0,1.41,-19.0,-13.0,-19.0,-20.0,-16.0,5.0,0.07866155,False,0.07476578,False,0.06202304,False,False,66738.0,1644.0,64540.855,-0.43388376,-0.90096885,-0.5000002,-0.8660253,-0.2779792,-0.9605871,177,0,63788.57,62241.285,59004.145,53040.715,1627.0,1514.0,62216.203,1697.4113,64540.855,59343.12,3431.491,56372.76,0.10175586,62179.27,0.011793416,0.012895664,54.09607,0.024639808,0.90986586,1.0938361,0.065494314,46.76859,-12.0,-15.0,-19.0,-7.0,-16.0,6.0,-11.666667
India,2020-07-18,3412784,84091,3105176,67425.0,1662.0,61348.0,65277.855,1608.4286,223517,0.024640001,275.0,165.0,23031.0,761769.0,275.0,4034350,44291,44291,1222.53,0.1342,0.0121,20.5,63.7,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,805.0,3377.0,1.34,-14.0,-11.0,-14.0,-13.0,-17.0,8.0,0.08500564,False,0.091269635,False,0.06731648,False,False,67425.0,1662.0,65277.855,-0.974928,-0.22252055,-0.5000002,-0.8660253,-0.2944616,-0.9556633,178,1,64540.855,63021.715,59828.855,53906.57,1644.0,1535.0,62994.633,1669.3241,65277.855,60155.355,3391.2275,57203.918,0.099074244,62953.914,0.011419124,0.012530229,55.663944,0.024640001,0.909866,1.0910765,0.06549404,47.302643,-16.0,-13.0,-19.0,-13.0,-14.0,7.0,-14.333333
India,2020-07-19,3480876,85768,3167130,68092.0,1677.0,61954.0,65998.29,1626.1428,227978,0.024639774,275.0,165.0,23031.0,761769.0,275.0,4079046,44696,44696,1236.07,0.1354,0.2168,18.8,71.2,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,765.0,3387.0,1.36,-12.0,-12.0,-17.0,-13.0,-9.0,5.0,0.09158399,False,0.08390698,False,0.07287341,False,False,68092.0,1677.0,65998.29,-0.7818316,0.6234896,-0.5000002,-0.8660253,-0.31085715,-0.9504566,179,1,65277.855,63788.57,60643.855,54769.43,1662.0,1553.0,63759.55,1639.1034,65998.29,60957.418,3346.9954,58028.04,0.09636724,63715.008,0.0110364165,0.012160833,57.344463,0.024639774,0.9098658,1.088293,0.06549443,47.824696,-15.0,-12.0,-11.0,-11.0,-17.0,8.0,-14.333333
India,2020-07-20,3549614,87462,3229673,68738.0,1694.0,62543.0,66701.29,1643.5714,232479,0.024639862,275.0,165.0,23031.0,761769.0,275.0,4123952,44906,44906,1249.68,0.1361,0.0389,17.1,63.8,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,781.0,3336.0,1.36,-14.0,-14.0,-14.0,-18.0,-17.0,8.0,0.09840674,False,0.10192318,False,0.07874259,False,False,68738.0,1694.0,66701.29,0.0,1.0,-0.5000002,-0.8660253,-0.32716045,-0.9449688,180,0,65998.29,64540.855,61448.285,55628.145,1677.0,1572.0,64509.98,1606.7476,66701.29,61748.355,3298.76,58844.223,0.09363544,64461.58,0.0106517915,0.011787543,59.14931,0.024639862,0.909866,1.0854865,0.065494165,48.334114,-8.0,-14.0,-7.0,-16.0,-12.0,7.0,-12.0
India,2020-07-21,3618979,89171,3292785,69365.0,1709.0,63112.0,67386.0,1660.2858,237023,0.024639823,275.0,165.0,23031.0,761769.0,275.0,4169334,45382,45382,1263.43,0.1375,0.209,7.3,70.3,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,751.0,3364.0,1.32,-17.0,-14.0,-15.0,-12.0,-13.0,6.0,0.10629175,False,0.10442985,False,0.084982514,False,False,69365.0,1709.0,67386.0,0.7818315,0.6234898,-0.5000002,-0.8660253,-0.34336695,-0.9392013,181,0,66701.29,65277.855,62241.285,56481.715,1694.0,1592.0,65244.938,1572.3224,67386.0,62527.234,3246.4895,59651.56,0.090878606,65192.684,0.010265333,0.0114104245,61.092487,0.024639823,0.90986574,1.0826576,0.06549444,48.83028,-13.0,-16.0,-8.0,-17.0,-15.0,6.0,-15.0
India,2020-07-22,3688948,90895,3356448,69969.0,1724.0,63663.0,68051.43,1676.7142,241605,0.024639815,275.0,165.0,23031.0,761769.0,275.0,4215002,45668,45668,1277.27,0.1384,0.0579,18.4,64.9,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,776.0,3329.0,1.54,-14.0,-12.0,-18.0,-11.0,-11.0,3.0,0.11446561,False,0.11466064,False,0.09161558,False,False,69969.0,1724.0,68051.43,0.9749279,-0.22252095,-0.5000002,-0.8660253,-0.35947207,-0.93315583,182,0,67386.0,65998.29,63021.715,57329.57,1709.0,1609.0,65963.47,1535.841,68051.43,63293.082,3190.1982,60449.12,0.088098526,65907.37,0.009874895,0.01102987,63.188847,0.024639815,0.9098659,1.0798092,0.065494284,49.312473,-15.0,-17.0,-13.0,-18.0,-12.0,5.0,-15.0
India,2020-07-23,3759497,92634,3420638,70549.0,1739.0,64190.0,68696.57,1692.7142,246225,0.024639998,275.0,165.0,23031.0,761769.0,275.0,4260687,45685,45685,1291.12,0.1384,0.0793,13.7,66.4,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,741.0,3391.0,1.37,-18.0,-19.0,-11.0,-15.0,-15.0,8.0,0.12297582,False,0.1308572,False,0.09866789,False,False,70549.0,1739.0,68696.57,0.43388382,-0.90096885,-0.5000002,-0.8660253,-0.37547037,-0.9268344,183,0,68051.43,66701.29,63788.57,58170.715,1724.0,1627.0,66664.61,1497.2911,68696.57,64044.93,3129.8923,61235.992,0.08529663,66604.67,0.009480192,0.010645881,65.455475,0.024639998,0.90986586,1.0769417,0.065494135,49.779964,-13.0,-13.0,-19.0,-11.0,-9.0,8.0,-11.0
India,2020-07-24,3830604,94386,3485336,71107.0,1752.0,64698.0,69320.71,1708.1428,250882,0.024639979,275.0,165.0,23031.0,761769.0,275.0,4306834,46147,46147,1305.1,0.1398,0.0159,100.0,75.1,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,767.0,3347.0,1.35,-15.0,-13.0,-21.0,-16.0,-8.0,5.0,0.13269082,False,0.13202055,False,0.106237546,False,False,71107.0,1752.0,69320.71,-0.43388376,-0.90096885,-0.5000002,-0.8660253,-0.3913578,-0.9202386,184,0,68696.57,67386.0,64540.855,59004.145,1739.0,1644.0,67347.45,1456.7051,69320.71,64781.83,3065.604,62011.23,0.08247447,67283.68,0.00908547,0.010259031,67.91056,0.024639979,0.9098659,1.0740594,0.06549411,50.23224,-19.0,-13.0,-19.0,-20.0,-16.0,5.0,-18.333334
India,2020-07-25,3902243,96151,3550518,71639.0,1765.0,65182.0,69922.71,1722.8572,255574,0.02463993,275.0,165.0,23031.0,761769.0,275.0,4353103,46269,46269,1319.12,0.1402,0.0351,7.0,64.5,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,804.0,3411.0,1.42,-14.0,-18.0,-16.0,-13.0,-17.0,7.0,0.14280437,False,0.14098075,False,0.11432111,False,False,71639.0,1765.0,69922.71,-0.974928,-0.22252055,-0.5000002,-0.8660253,-0.40712962,-0.9133704,185,1,69320.71,68051.43,65277.855,59828.855,1752.0,1662.0,68011.0,1414.1309,69922.71,65502.816,2997.3357,62773.906,0.079631686,67943.44,0.008684273,0.009868339,70.58519,0.02463993,0.9098659,1.0711552,0.06549413,50.66847,-14.0,-11.0,-14.0,-13.0,-17.0,8.0,-14.666667
India,2020-07-26,3974391,97929,3616163,72148.0,1778.0,65645.0,70502.14,1737.2858,260299,0.024640001,275.0,165.0,23031.0,761769.0,275.0,4399603,46500,46500,1333.21,0.1409,0.1247,18.4,73.3,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,766.0,3344.0,1.29,-13.0,-12.0,-22.0,-16.0,-15.0,5.0,0.15460666,False,0.15810752,False,0.12310877,False,False,72148.0,1778.0,70502.14,-0.7818316,0.6234896,-0.5000002,-0.8660253,-0.42278075,-0.906232,186,1,69922.71,68696.57,65998.29,60643.855,1765.0,1677.0,68654.41,1369.6448,70502.14,66206.98,2925.1455,63523.082,0.076770544,68583.12,0.008286716,0.009475525,73.49778,0.024640001,0.9098659,1.0682421,0.06549406,51.088345,-12.0,-12.0,-17.0,-13.0,-9.0,5.0,-11.333333
India,2020-07-27,4047019,99718,3682244,72628.0,1789.0,66081.0,71057.86,1750.8572,265057,0.024639865,275.0,165.0,23031.0,761769.0,275.0,4446274,46671,46671,1347.36,0.1414,0.1135,11.3,68.1,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,777.0,3380.0,1.41,-13.0,-17.0,-10.0,-20.0,-12.0,4.0,0.16656297,False,0.15867922,False,0.13260497,False,False,72628.0,1789.0,71057.86,0.0,1.0,-0.5000002,-0.8660253,-0.43830678,-0.8988254,187,0,70502.14,69320.71,66701.29,61448.285,1778.0,1694.0,69276.77,1323.2589,71057.86,66893.375,2849.0764,64257.83,0.073892355,69201.8,0.007882296,0.009079882,76.68442,0.024639865,0.90986574,1.0653147,0.06549438,51.49104,-14.0,-14.0,-14.0,-18.0,-17.0,8.0,-16.333334
India,2020-07-28,4120103,101519,3748741,73084.0,1801.0,66497.0,71589.14,1764.0,269843,0.024639918,275.0,165.0,23031.0,761769.0,275.0,4493427,47153,47153,1361.64,0.1429,0.0706,12.0,63.0,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,762.0,3470.0,1.18,-14.0,-12.0,-13.0,-19.0,-8.0,2.0,0.18075721,False,0.18362924,False,0.14293125,False,False,73084.0,1801.0,71589.14,0.7818315,0.6234898,-0.5000002,-0.8660253,-0.4537033,-0.8911528,188,0,71057.86,69922.71,67386.0,62241.285,1789.0,1709.0,69877.23,1275.0375,71589.14,67561.08,2769.2085,64977.23,0.07099843,69798.63,0.0074767414,0.008681512,80.18761,0.024639918,0.90986586,1.0623741,0.06549424,51.876022,-17.0,-14.0,-15.0,-12.0,-13.0,6.0,-14.0
India,2020-07-29,4193615,103330,3815627,73512.0,1811.0,66886.0,72095.29,1776.4286,274658,0.02463984,275.0,165.0,23031.0,761769.0,275.0,4540258,46831,46831,1375.84,0.1419,0.035,10.1,60.4,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,777.0,3456.0,1.15,-16.0,-16.0,-22.0,-9.0,-16.0,5.0,0.19634707,False,0.19140232,False,0.15424605,False,False,73512.0,1811.0,72095.29,0.9749279,-0.22252095,-0.5000002,-0.8660253,-0.46896538,-0.88321656,189,0,71589.14,70502.14,68051.43,63021.715,1801.0,1724.0,70454.914,1225.0513,72095.29,68209.195,2685.6199,65680.36,0.06808984,70372.8,0.0070701847,0.008280839,84.0507,0.02463984,0.90986586,1.0594236,0.06549433,52.242798,-14.0,-12.0,-18.0,-11.0,-11.0,3.0,-12.0
India,2020-07-30,4267527,105151,3882877,73912.0,1821.0,67250.0,72575.71,1788.1428,279499,0.024639796,275.0,165.0,23031.0,761769.0,275.0,4587627,47369,47369,1390.19,0.1435,0.0498,9.3,68.2,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,766.0,3459.0,1.2,-19.0,-11.0,-12.0,-13.0,-11.0,11.0,0.2138705,False,0.21048172,False,0.16675875,False,False,73912.0,1821.0,72575.71,0.43388382,-0.90096885,-0.5000002,-0.8660253,-0.48408842,-0.8750191,190,0,72095.29,71057.86,68696.57,63788.57,1811.0,1739.0,71009.08,1173.3717,72575.71,68836.84,2598.4092,66366.31,0.065169096,70923.52,0.006663707,0.007878484,88.32523,0.024639796,0.90986586,1.0564678,0.06549437,52.590927,-18.0,-19.0,-11.0,-15.0,-15.0,8.0,-16.0
India,2020-07-31,4341810,106982,3950465,74283.0,1831.0,67588.0,73029.43,1799.4286,284363,0.024639955,275.0,165.0,23031.0,761769.0,275.0,4635479,47852,47852,1404.69,0.145,0.0813,5.1,68.4,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,746.0,3427.0,1.43,-16.0,-14.0,-18.0,-14.0,-20.0,5.0,0.23350546,False,0.24626295,False,0.18057303,False,False,74283.0,1831.0,73029.43,-0.43388376,-0.90096885,-0.5000002,-0.8660253,-0.49906868,-0.8665624,191,0,72575.71,71589.14,69320.71,64540.855,1821.0,1752.0,71538.9,1120.051,73029.43,69443.17,2507.6477,67034.18,0.06223619,71450.0,0.006251661,0.007473654,93.090904,0.024639955,0.9098659,1.0535008,0.06549411,52.91971,-15.0,-13.0,-21.0,-16.0,-8.0,5.0,-13.0
India,2020-08-01,4416437,108820,4018365,74627.0,1838.0,67900.0,73456.29,1809.8572,289252,0.024639772,275.0,165.0,23031.0,761769.0,275.0,4683128,47649,47649,1419.13,0.1444,0.0654,12.8,67.8,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,808.0,3323.0,1.25,-16.0,-12.0,-20.0,-10.0,-17.0,8.0,0.2570322,False,0.2413089,False,0.19612977,False,False,74627.0,1838.0,73456.29,-0.974928,-0.22252055,-0.86602545,-0.4999999,-0.51390105,-0.8578495,192,1,73029.43,72095.29,69922.71,65277.855,1831.0,1765.0,72043.695,1065.1823,73456.29,70027.34,2413.511,67683.11,0.0592947,71951.57,0.005845032,0.007068048,98.413994,0.024639772,0.9098658,1.0505354,0.065494426,53.229027,-14.0,-18.0,-16.0,-13.0,-17.0,7.0,-14.666667
India,2020-08-02,4491377,110667,4086551,74940.0,1847.0,68186.0,73855.14,1819.7142,294159,0.024639882,275.0,165.0,23031.0,761769.0,275.0,4731308,48180,48180,1433.73,0.146,0.0655,13.1,65.9,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,774.0,3360.0,1.34,-15.0,-16.0,-18.0,-13.0,-16.0,9.0,0.28356725,False,0.2938144,False,0.21355781,False,False,74940.0,1847.0,73855.14,-0.7818316,0.6234896,-0.86602545,-0.4999999,-0.5285813,-0.8488827,193,1,73456.29,72575.71,70502.14,65998.29,1838.0,1778.0,72522.695,1008.83954,73855.14,70588.55,2316.0784,68312.22,0.05634439,72427.47,0.005429781,0.0066599147,104.424446,0.024639882,0.909866,1.0475588,0.065494165,53.518047,-13.0,-12.0,-22.0,-16.0,-15.0,5.0,-14.666667
India,2020-08-03,4566601,112520,4154994,75224.0,1853.0,68443.0,74226.0,1828.8572,299087,0.02463977,275.0,165.0,23031.0,761769.0,275.0,4779616,48308,48308,1448.37,0.1464,0.0811,6.6,69.9,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,771.0,3537.0,1.32,-15.0,-13.0,-23.0,-20.0,-16.0,8.0,0.31527555,False,0.3038147,False,0.23351683,False,False,75224.0,1853.0,74226.0,0.0,1.0,-0.86602545,-0.4999999,-0.54310536,-0.8396645,194,0,73855.14,73029.43,71057.86,66701.29,1847.0,1789.0,72975.29,951.15533,74226.0,71126.03,2215.517,68920.68,0.053387523,72877.1,0.005021443,0.0062512215,111.22819,0.02463977,0.9098658,1.0445853,0.06549445,53.786785,-13.0,-17.0,-10.0,-20.0,-12.0,4.0,-15.0
India,2020-08-04,4642079,114380,4223669,75478.0,1860.0,68675.0,74568.0,1837.2858,304030,0.024639823,275.0,165.0,23031.0,761769.0,275.0,4828686,49070,49070,1463.24,0.1487,0.1,15.7,68.4,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,840.0,3378.0,1.53,-12.0,-13.0,-8.0,-11.0,-18.0,6.0,0.35337073,False,0.36014202,False,0.2564384,False,False,75478.0,1860.0,74568.0,0.7818315,0.6234898,-0.86602545,-0.4999999,-0.55746853,-0.83019805,195,0,74226.0,73456.29,71589.14,67386.0,1853.0,1801.0,73400.836,892.1754,74568.0,71639.03,2111.9746,69507.664,0.050425768,73299.83,0.00460755,0.005841337,119.0079,0.024639823,0.9098658,1.0416105,0.06549436,54.03461,-14.0,-12.0,-13.0,-19.0,-8.0,2.0,-13.666667
India,2020-08-05,4717781,116246,4292548,75702.0,1866.0,68879.0,74880.86,1845.1428,308987,0.024639973,275.0,165.0,23031.0,761769.0,275.0,4877950,49264,49264,1478.17,0.1493,0.1822,5.9,67.0,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,803.0,3309.0,1.39,-17.0,-15.0,-13.0,-16.0,-9.0,7.0,0.40011767,False,0.42022,False,0.28316823,False,False,75702.0,1866.0,74880.86,0.9749279,-0.22252095,-0.86602545,-0.4999999,-0.57166654,-0.82048607,196,0,74568.0,73855.14,72095.29,68051.43,1860.0,1811.0,73798.77,832.0043,74880.86,72126.84,2005.6218,70072.39,0.047461033,73695.086,0.004195625,0.005430686,127.98125,0.024639973,0.9098659,1.0386374,0.065494135,54.26132,-16.0,-16.0,-22.0,-9.0,-16.0,5.0,-13.666667
India,2020-08-06,4793676,118116,4361602,75895.0,1870.0,69054.0,75164.14,1852.1428,313958,0.024639962,275.0,165.0,23031.0,761769.0,275.0,4927168,49218,49218,1493.08,0.1491,0.1809,34.0,68.4,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,810.0,3415.0,1.26,-15.0,-18.0,-16.0,-16.0,-15.0,6.0,0.45791376,False,0.4563455,False,0.314741,False,False,75895.0,1870.0,75164.14,0.43388382,-0.90096885,-0.86602545,-0.4999999,-0.58569574,-0.81053096,197,0,74880.86,74226.0,72575.71,68696.57,1866.0,1821.0,74168.555,770.7769,75164.14,72588.81,1896.6223,70614.08,0.044494033,74062.34,0.0037830928,0.0050191693,138.44576,0.024639962,0.90986586,1.0356653,0.0654942,54.466595,-19.0,-11.0,-12.0,-13.0,-11.0,11.0,-14.333333
India,2020-08-07,4869735,119990,4430806,76059.0,1874.0,69204.0,75417.86,1858.2858,318939,0.024639944,275.0,165.0,23031.0,761769.0,275.0,4976477,49309,49309,1508.02,0.1494,0.2472,12.0,65.6,464,28.4,6.4,6427,0.53,69.7,0.645,1380004385,741.0,3350.0,1.38,-10.0,-15.0,-14.0,-14.0,-15.0,7.0,0.53280145,False,0.5298608,False,0.3528465,False,False,76059.0,1874.0,75417.86,-0.43388376,-0.90096885,-0.86602545,-0.4999999,-0.5995515,-0.8003362,198,0,75164.14,74568.0,73029.43,69320.71,1870.0,1831.0,74509.76,708.6151,75417.86,73024.33,1785.2148,71132.03,0.041527867,74401.23,0.003375529,0.004608293,150.75993,0.024639944,0.9098659,1.0327051,0.06549412,54.650448,-16.0,-14.0,-18.0,-14.0,-20.0,5.0,-16.666666
